0,280846,smurf.,280719,normal.,112,satan.,15
1,86713,neptune.,86676,portsweep.,22,normal.,13,imap.,2
22,44136,normal.,42170,back.,1685,satan.,83,smurf.,70,pod.,63,warezclient.,38,nmap.,15,teardrop.,6,rootkit.,4,imap.,1,spy.,1
4,43391,normal.,41923,warezclient.,622,back.,510,nmap.,109,pod.,93,ipsweep.,87,buffer_overflow.,12,imap.,9,satan.,5,neptune.,4,multihop.,3,warezmaster.,3,loadmodule.,3,rootkit.,3,ftp_write.,2,portsweep.,1,teardrop.,1,smurf.,1
2,21334,neptune.,20457,portsweep.,745,normal.,114,ipsweep.,18
20,5231,normal.,5219,back.,8,ipsweep.,3,warezclient.,1
7,4642,normal.,4440,nmap.,103,satan.,59,pod.,14,portsweep.,12,warezclient.,6,ipsweep.,4,teardrop.,2,loadmodule.,1,ftp_write.,1
17,3292,normal.,1612,satan.,1427,portsweep.,184,neptune.,63,warezclient.,5,nmap.,1
21,1435,ipsweep.,1135,normal.,157,pod.,94,warezclient.,41,nmap.,3,loadmodule.,2,ftp_write.,2,neptune.,1
12,970,teardrop.,970
19,690,normal.,615,portsweep.,75
5,682,normal.,371,warezclient.,307,multihop.,2,warezmaster.,1,guess_passwd.,1
15,439,normal.,437,ftp_write.,2
18,61,guess_passwd.,52,normal.,8,rootkit.,1
13,47,normal.,43,loadmodule.,2,spy.,1,multihop.,1
8,45,buffer_overflow.,18,normal.,16,phf.,4,perl.,3,rootkit.,2,multihop.,1,loadmodule.,1
11,22,land.,21,normal.,1
14,21,warezmaster.,15,normal.,6
9,12,normal.,11,warezmaster.,1
6,5,normal.,5
3,2,normal.,2
16,2,ftp_write.,1,normal.,1
10,1,portsweep.,1
